document,sentiment
"... a solid , well-formed satire .",pos
It 's just merely very bad .,neg
The film is one of the year 's best .,pos
"A stirring , funny and finally transporting re-imagining of Beauty and the Beast and 1930s horror films",pos
"It is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .",neg
An engrossing and grim portrait of hookers : what they think of themselves and their clients .,pos
I 'm not sure these words have ever been together in the same sentence : This erotic cannibal movie is boring .,neg
"A refreshingly realistic , affectation-free coming-of-age tale .",pos
"A real winner -- smart , funny , subtle , and resonant .",pos
"A generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith .",pos
"The most wondrous love story in years , it is a great film .",pos
"The movie is well crafted , and well executed .",pos
"It 's funny , touching , dramatically forceful , and beautifully shot .",pos
Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .,pos
"Writer\/director David Caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza .",pos
"wo n't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world 's best actors , Daniel Auteuil , have a whale of a good time .",pos
"-LRB- A -RRB- wonderfully loopy tale of love , longing , and voting .",pos
A poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature .,pos
"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie . '",neg
"Payne has created a beautiful canvas , and Nicholson proves once again that he 's the best brush in the business .",pos
"Assured , vital and well wrought , the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan .",pos
A damn fine and a truly distinctive and a deeply pertinent film .,pos
"Nonchalantly freaky and uncommonly pleasurable , Warm Water may well be the year 's best and most unpredictable comedy .",pos
"The film is visually dazzling , the depicted events dramatic , funny and poignant .",pos
"After sitting through this sloppy , made-for-movie comedy special , it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work .",neg
"It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest .",neg
The script was reportedly rewritten a dozen times -- either 11 times too many or else too few .,neg
A deliciously nonsensical comedy about a city coming apart at its seams .,pos
This is the best Star Trek movie in a long time .,pos
"... bright , intelligent , and humanly funny film .",pos
"... very funny , very enjoyable ...",pos
"Some of the visual flourishes are a little too obvious , but restrained and subtle storytelling , and fine performances make this delicate coming-of-age tale a treat .",pos
"Full of detail about the man and his country , and is well worth seeing .",pos
"A thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy .",pos
An enjoyable experience .,pos
... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .,pos
"Driven by a fantastic dual performance from Ian Holm ... the film is funny , insightfully human and a delightful lark for history buffs .",pos
"An intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .",pos
Really quite funny .,pos
`` ... something appears to have been lost in the translation this time .,neg
A funny and well-contructed black comedy where the old adage `` be careful what you wish for '' is given a full workout .,pos
MY LITTLE EYE is the best little `` horror '' movie I 've seen in years .,pos
Miller comes at film with bracing intelligence and a vision both painterly and literary .,pos
Pacino is the best he 's been in years and Keener is marvelous .,pos
"Then again , in a better movie , you might not have noticed .",neg
"All in all , Brown Sugar is a satisfying well-made romantic comedy that 's both charming and well acted .",pos
Like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz .,neg
... a thoughtful what-if for the heart as well as the mind .,pos
Captures the raw comic energy of one of our most flamboyant female comics .,pos
Ferrara 's best film in years .,pos
Offers the flash of rock videos fused with solid performances and eerie atmosphere .,pos
Arteta directs one of the best ensemble casts of the year,pos
This kiddie-oriented stinker is so bad that I even caught the gum stuck under my seat trying to sneak out of the theater,neg
"Berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` Die Another Day '' one of the most entertaining Bonds in years",pos
"I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",pos
